PdmarticleID;Bezeichnung;Externer Schlüssel;Nennspannung;Leistungsverbrauch Betrieb;Leistungsverbrauch Ruhestellung;Leistungsverbrauch Dimensionierung;Anschluss;Nenndrehmoment;Drehmoment Feder Wert;Stellkraft;Notstellfunktion;Drehwinkel;Laufzeit Motor;Laufzeit Notstellfunktion;Stellzeit Motor;Stellzeit Notstellfunktion;Laufzeit Referenz;Schallleistungspegel Motor;Ansteuerung;Arbeitsbereich Y;Stellungsrückmeldung U;Stellsignal Y veränderbar;Anschluss Speisung / Steuerung;Schutzart IEC/EN;Umgebungstemperatur;6287;Produktbild 4c/bw;Datenblattname;Datenblatt PDF;Company [Competitor];Serie Valve [Competitor];Serie Actuator [Competitor];Produkttyp Antrieb [Wettbewerber];Produkttyp Ventil [Wettbewerber];DN;kvs;PN;Hub;Voltage [Competitor];Sound power level [Competitor];Control type [Competitor];Running Time min [Competitor];Running Time max [Competitor];Torque [Competitor];Stroke [Competitor];Power consumption [Competitor];Connection [Competitor];Safety function [Competitor];Integrated switch [Competitor];Integrated potentiometer [Competitor];Degree of protection [Competitor];Angle of rotation [Competitor];Working range [Competitor];Positioning feedback [Competitor];Spindle driver [Competitor];Manual override [Competitor];Additional Specification [Competitor];Belimo Retrofit1 Actuator;Belimo Retrofit1 Accessory1;Belimo Retrofit1 Form fit adapter;Belimo Retrofit1 Reducer;Belimo Retrofit1 Insulation cover;Belimo Retrofit2 Actuator;Belimo Retrofit2 Accessory1;Belimo Retrofit2 Form fit adapter;Belimo Retrofit2 Reducer;Belimo Retrofit3 Actuator;Belimo Retrofit3 Accessory;Belimo Retrofit3 Form fit adapter;Belimo Retrofit4 Actuator;Belimo Retrofit4 Accessory;Belimo Retrofit4 Form fit adapter;Belimo Retrofit Valve;Belimo Retrofit VA-Unit;Versions-Nr;Pfad
299073;VBF-2814-5200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Johnson Controls;VBF-2xx4;;;Hubventil;65;63 m³/h;;30 mm;;;;;;;;;;;;;;;;;;;;SVL230A-RE|SVL24A-MP-RE|AVK24A-3-RE|AVK230A-3-RE|AVK24A-MP-RE|EV24A-RE|EV230A-RE|EVC24A-MF-RE|EV24A-MP-RE|RV24A-MF-RE;;;;;;;;;;;;;;;;;36;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Johnson Controls\
299083;VG2231VM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Johnson Controls;VG2231;;;Hubventil;100;;;29 mm;;;;;;;;;;;;;;;;;;;;SVL230A-RE|SVL24A-MP-RE|AVK24A-3-RE|AVK230A-3-RE|AVK24A-MP-RE|EV24A-RE|EV230A-RE|EVC24A-MF-RE|EV24A-MP-RE|RV24A-MF-RE;;ZRV-303;;;;;;;;;;;;;;;18;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Johnson Controls\
299078;VBF-3018-5200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Johnson Controls;VBF-2xx8;;;Hubventil;100;160 m³/h;;30 mm;;;;;;;;;;;;;;;;;;;;SVL230A-RE|SVL24A-MP-RE|AVK24A-3-RE|AVK230A-3-RE|AVK24A-MP-RE|EV24A-RE|EV230A-RE|EVC24A-MF-RE|EV24A-MP-RE|RV24A-MF-RE;;;;;;;;;;;;;;;;;20;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Johnson Controls\
300454;Xurox_Wafer_DN65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Xurox;Wafer;;;Drehventil;65;;;;;;;;;;;;;;;;;;;;;;;GR230A-R|GR24A-MF-R|GR24A-MP-R|GR24A-R;;ZGV-16;ZGI-002;;;;;;;;;;;;;;28;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Drehventile\Xurox\
299984;VVF61.50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Siemens;VVF61;;;Hubventil;50;31 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;SVL230A-RE|SVL24A-MP-RE|AVK24A-3-RE|AVK230A-3-RE|AVK24A-MP-RE|EV24A-RE|EV230A-RE|EVC24A-MF-RE|EV24A-MP-RE|RV24A-MF-RE;;;;;;;;;;;;;;;;;20;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Siemens\
299989;VVF61.92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Siemens;VVF61;;;Hubventil;150;300 m³/h;;40 mm;;;;;;;;;;;;;;;;;;;;SVL230A-RE|SVL24A-MP-RE|EV24A-RE|EV230A-RE|EVC24A-MF-RE|EV24A-MP-RE|RV24A-MF-RE;;;;;;;;;;;;;;;;;22;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Siemens\
300448;CL 150_DN 80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Wouter Witzel Eurovalve;Dynaxe;;;Drehventil;80;;;;;;;;;;;;;;;;;;;;;;;GR230A-R|GR24A-MF-R|GR24A-MP-R|GR24A-R;;ZGF-14;;;;;;;;;;;;;;;21;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Drehventile\Wouter Witzel Eurovalve\
299994;VXF21.100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Siemens;VXF21;;;Hubventil;100;124 m³/h;;40 mm;;;;;;;;;;;;;;;;;;;;SVL230A-RE|SVL24A-MP-RE|EV24A-RE|EV230A-RE|EVC24A-MF-RE|EV24A-MP-RE|RV24A-MF-RE;;;;;;;;;;;;;;;;;22;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Siemens\
299524;B6S 32 F305;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sauter;B6S..F;;;Hubventil;32;16 m³/h;;14 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;20;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Sauter\
298628;BR206GF-20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hora;BR206GF;;;Hubventil;40;20 m³/h;;14 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;20;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Hora\
298623;BR206GF-6.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hora;BR206GF;;;Hubventil;20;6.3 m³/h;;14 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;20;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Hora\
300445;Tour&Anderson_Wafer_DN80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Tour&Anderson;Wafer;;;Drehventil;80;;;;;;;;;;;;;;;;;;;;;;;GR230A-R|GR24A-MF-R|GR24A-MP-R|GR24A-R;;ZGV-16;ZGI-002;;;;;;;;;;;;;;21;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Drehventile\Tour&Anderson\
299536;BT43B 32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sauter;BT43B..2;;;Hubventil;32;;;;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;19;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Sauter\
300451;EVS_DN 65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Wouter Witzel Eurovalve;EVS;;;Drehventil;65;;;;;;;;;;;;;;;;;;;;;;;GR230A-R|GR24A-MF-R|GR24A-MP-R|GR24A-R;;ZGV-16;ZGI-013;;;;;;;;;;;;;;28;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Drehventile\Wouter Witzel Eurovalve\
299534;BT43B 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sauter;BT43B..2;;;Hubventil;25;;;;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;19;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Sauter\
299080;VG2231UL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Johnson Controls;VG2231;;;Hubventil;80;;;29 mm;;;;;;;;;;;;;;;;;;;;SVL230A-RE|SVL24A-MP-RE|AVK24A-3-RE|AVK230A-3-RE|AVK24A-MP-RE|EV24A-RE|EV230A-RE|EVC24A-MF-RE|EV24A-MP-RE|RV24A-MF-RE;;ZRV-303;;;;;;;;;;;;;;;18;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Johnson Controls\
299075;VBF-3014-5200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Johnson Controls;VBF-2xx4;;;Hubventil;100;145 m³/h;;30 mm;;;;;;;;;;;;;;;;;;;;SVL230A-RE|SVL24A-MP-RE|AVK24A-3-RE|AVK230A-3-RE|AVK24A-MP-RE|EV24A-RE|EV230A-RE|EVC24A-MF-RE|EV24A-MP-RE|RV24A-MF-RE;;;;;;;;;;;;;;;;;20;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Johnson Controls\
298620;BR206GF-2.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hora;BR206GF;;;Hubventil;15;2.5 m³/h;;14 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;21;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Hora\
299526;B6S 50 F305;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sauter;B6S..F;;;Hubventil;50;40 m³/h;;14 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;20;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Sauter\
298625;BR206GF-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hora;BR206GF;;;Hubventil;25;10 m³/h;;14 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;20;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Hora\
299531;BT43B 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sauter;BT43B..3;;;Hubventil;15;;;;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;23;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Sauter\
303663;GESA EA_DN 150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ARI;Gesa EA;;;Drehventil;150;1790 m³/h;;;;;;;;;;;;;;;;;;;;;;DR24A-R|DR230A-R|DR24A-MP-R;;ZDV-03;;;;;;;;;;;;;;;15;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Drehventile\ARI\
299991;VVF61.125-200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Siemens;VVF61;;;Hubventil;125;200 m³/h;;40 mm;;;;;;;;;;;;;;;;;;;;SVL230A-RE|SVL24A-MP-RE|EV24A-RE|EV230A-RE|EVC24A-MF-RE|EV24A-MP-RE|RV24A-MF-RE;;;;;;;;;;;;;;;;;22;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Siemens\
299986;VVF61.80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Siemens;VVF61;;;Hubventil;80;78 m³/h;;40 mm;;;;;;;;;;;;;;;;;;;;SVL230A-RE|SVL24A-MP-RE|EV24A-RE|EV230A-RE|EVC24A-MF-RE|EV24A-MP-RE|RV24A-MF-RE;;;;;;;;;;;;;;;;;22;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Siemens\
299072;VBF-1018-5200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Johnson Controls;VBF-0xx8;;;Hubventil;100;160 m³/h;;30 mm;;;;;;;;;;;;;;;;;;;;SVL230A-RE|SVL24A-MP-RE|AVK24A-3-RE|AVK230A-3-RE|AVK24A-MP-RE|EV24A-RE|EV230A-RE|EVC24A-MF-RE|EV24A-MP-RE|RV24A-MF-RE;;;;;;;;;;;;;;;;;20;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Johnson Controls\
300447;CL 150 / CL 300_DN 65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Wouter Witzel Eurovalve;Dynaxe;;;Drehventil;65;;;;;;;;;;;;;;;;;;;;;;;SR24A-R|SR24A-MF-R|SR24A-MP-R|SR230A-R;;ZSF-14;;;SR24P-R|SR24P-SR-R|SR24P-MF-R|SR24P-MP-R|SR230P-R|SR230P-SR-R;;ZPF-14;;SRF230A-R|SRF230A-S2-R|SRF24A-R|SRF24A-S2-R|SRFA-R|SRFA-S2-R;;ZSFF-14;;;;;;28;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Drehventile\Wouter Witzel Eurovalve\
299077;VBF-2918-5200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Johnson Controls;VBF-2xx8;;;Hubventil;80;100 m³/h;;30 mm;;;;;;;;;;;;;;;;;;;;SVL230A-RE|SVL24A-MP-RE|AVK24A-3-RE|AVK230A-3-RE|AVK24A-MP-RE|EV24A-RE|EV230A-RE|EVC24A-MF-RE|EV24A-MP-RE|RV24A-MF-RE;;;;;;;;;;;;;;;;;20;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Johnson Controls\
300453;EVS_DN 100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Wouter Witzel Eurovalve;EVS;;;Drehventil;100;;;;;;;;;;;;;;;;;;;;;;;GR230A-R|GR24A-MF-R|GR24A-MP-R|GR24A-R;;ZGV-19;ZGI-012;;;;;;;;;;;;;;21;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Drehventile\Wouter Witzel Eurovalve\
298630;BR206GF-31.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hora;BR206GF;;;Hubventil;50;31.5 m³/h;;14 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;20;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Hora\
299528;B6S 80 F305;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sauter;B6S..F;;;Hubventil;80;100 m³/h;;40 mm;;;;;;;;;;;;;;;;;;;;SVL230A-RE|SVL24A-MP-RE|EV24A-RE|EV230A-RE|EVC24A-MF-RE|EV24A-MP-RE|RV24A-MF-RE;;ZRV-301;;;;;;;;;;;;;;;25;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Sauter\
299983;VVF61.49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Siemens;VVF61;;;Hubventil;50;19 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;SVL230A-RE|SVL24A-MP-RE|AVK24A-3-RE|AVK230A-3-RE|AVK24A-MP-RE|EV24A-RE|EV230A-RE|EVC24A-MF-RE|EV24A-MP-RE|RV24A-MF-RE;;;;;;;;;;;;;;;;;20;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Siemens\
298622;BR206GF-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hora;BR206GF;;;Hubventil;20;5.0 m³/h;;14 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;21;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Hora\
303665;BV10025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bray;BV100;;;Drehventil;25;52 m³/h;;;;;;;;;;;;;;;;;;;;;;SR24A-R|SR230A-R|SR24A-MP-R|SR24A-MF-R;;ZSF-08;;;;;;;;;;;;;;;17;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Drehventile\Bray\
298627;BR206GF-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hora;BR206GF;;;Hubventil;32;16 m³/h;;14 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;20;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Hora\
299988;VVF61.91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Siemens;VVF61;;;Hubventil;125;200 m³/h;;40 mm;;;;;;;;;;;;;;;;;;;;SVL230A-RE|SVL24A-MP-RE|EV24A-RE|EV230A-RE|EVC24A-MF-RE|EV24A-MP-RE|RV24A-MF-RE;;;;;;;;;;;;;;;;;22;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Siemens\
299082;VG2231UM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Johnson Controls;VG2231;;;Hubventil;80;;;29 mm;;;;;;;;;;;;;;;;;;;;SVL230A-RE|SVL24A-MP-RE|AVK24A-3-RE|AVK230A-3-RE|AVK24A-MP-RE|EV24A-RE|EV230A-RE|EVC24A-MF-RE|EV24A-MP-RE|RV24A-MF-RE;;ZRV-303;;;;;;;;;;;;;;;18;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Johnson Controls\
299533;BT43B 20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sauter;BT43B..3;;;Hubventil;20;;;;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;22;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Sauter\
299074;VBF-2914-5200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Johnson Controls;VBF-2xx4;;;Hubventil;80;100 m³/h;;30 mm;;;;;;;;;;;;;;;;;;;;SVL230A-RE|SVL24A-MP-RE|AVK24A-3-RE|AVK230A-3-RE|AVK24A-MP-RE|EV24A-RE|EV230A-RE|EVC24A-MF-RE|EV24A-MP-RE|RV24A-MF-RE;;;;;;;;;;;;;;;;;20;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Johnson Controls\
299079;VG2231TL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Johnson Controls;VG2231;;;Hubventil;65;;;19 mm;;;;;;;;;;;;;;;;;;;;SVL230A-RE|SVL24A-MP-RE|AVK24A-3-RE|AVK230A-3-RE|AVK24A-MP-RE|EV24A-RE|EV230A-RE|EVC24A-MF-RE|EV24A-MP-RE|RV24A-MF-RE;;ZRV-303;;;;;;;;;;;;;;;29;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Johnson Controls\
298632;BR206GG-15-1.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hora;BR206GG;;;Hubventil;15;1.25 m³/h;;14 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;21;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Hora\
299993;VXF21.90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Siemens;VXF21;;;Hubventil;100;124 m³/h;;40 mm;;;;;;;;;;;;;;;;;;;;SVL230A-RE|SVL24A-MP-RE|EV24A-RE|EV230A-RE|EVC24A-MF-RE|EV24A-MP-RE|RV24A-MF-RE;;;;;;;;;;;;;;;;;22;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Siemens\
300455;Xurox_Wafer_DN80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Xurox;Wafer;;;Drehventil;80;;;;;;;;;;;;;;;;;;;;;;;GR230A-R|GR24A-MF-R|GR24A-MP-R|GR24A-R;;ZGV-16;ZGI-002;;;;;;;;;;;;;;21;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Drehventile\Xurox\
299985;VVF61.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Siemens;VVF61;;;Hubventil;65;49 m³/h;;40 mm;;;;;;;;;;;;;;;;;;;;SVL230A-RE|SVL24A-MP-RE|EV24A-RE|EV230A-RE|EVC24A-MF-RE|EV24A-MP-RE|RV24A-MF-RE;;;;;;;;;;;;;;;;;36;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Siemens\
299990;VVF61.100-124;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Siemens;VVF61;;;Hubventil;100;124 m³/h;;40 mm;;;;;;;;;;;;;;;;;;;;SVL230A-RE|SVL24A-MP-RE|EV24A-RE|EV230A-RE|EVC24A-MF-RE|EV24A-MP-RE|RV24A-MF-RE;;;;;;;;;;;;;;;;;22;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Siemens\
300450;EVS_DN 50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Wouter Witzel Eurovalve;EVS;;;Drehventil;50;;;;;;;;;;;;;;;;;;;;;;;GR230A-R|GR24A-MF-R|GR24A-MP-R|GR24A-R;;ZGV-16;ZGI-013;;;;;;;;;;;;;;21;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Drehventile\Wouter Witzel Eurovalve\
300446;CL 150 / CL 300_DN 50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Wouter Witzel Eurovalve;Dynaxe;;;Drehventil;50;;;;;;;;;;;;;;;;;;;;;;;SR24A-R|SR24A-MF-R|SR24A-MP-R|SR230A-R;;ZSF-14;;;SR24P-R|SR24P-SR-R|SR24P-MF-R|SR24P-MP-R|SR230P-R|SR230P-SR-R;;ZPF-14;;SRF230A-R|SRF230A-S2-R|SRF24A-R|SRF24A-S2-R|SRFA-R|SRFA-S2-R;;ZSFF-14;;;;;;23;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Drehventile\Wouter Witzel Eurovalve\
299530;BT43B 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sauter;BT43B..2;;;Hubventil;15;;;;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;20;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Sauter\
299084;VG2231UN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Johnson Controls;VG2231;;;Hubventil;80;;;29 mm;;;;;;;;;;;;;;;;;;;;SVL230A-RE|SVL24A-MP-RE|AVK24A-3-RE|AVK230A-3-RE|AVK24A-MP-RE|EV24A-RE|EV230A-RE|EVC24A-MF-RE|EV24A-MP-RE|RV24A-MF-RE;;ZRV-303;;;;;;;;;;;;;;;21;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Johnson Controls\
299535;BT43B 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sauter;BT43B..3;;;Hubventil;25;;;;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;22;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Sauter\
298629;BR206GF-25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hora;BR206GF;;;Hubventil;40;25 m³/h;;14 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;20;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Hora\
