PdmarticleID#PdmarticleID	Label#Label	External Key#ExternalKey	Nominal voltage#83	Power consumption in operation#67	Power consumption in rest position#68	Power consumption for wire sizing#69	Connection#6759	Nominal torque#260	Spring torque value#117	Actuating force#118	Emergency control function#890	Angle of rotation#473	Running time motor#230	Running time reference#3645	Running time emergency control position#3474	Sound power level motor#135	Control#281	Positioning signal Y#120	Control signal Y variable#5695	Operating range Y#121	Position feedback U#122	Connection supply / control#96	Degree of protection IEC/EN#144	Direction of motion motor#119	Auxiliary switch#112	Spindle driver#137	Ambient temperature#156	6287	Product picture 4c/bw#377	Data sheet name#406	Data sheet PDF#660	Company [Competitor]#7687	Serie Actuator [Competitor]#7606	Product type Actuator [Competitor]#7614	Voltage [Competitor]#7607	Sound power level [Competitor]#7608	Control type [Competitor]#7609	Running Time min [Competitor]#7610	Running Time max [Competitor]#7776	Torque [Competitor]#7611	Stroke [Competitor]#7612	Power consumption [Competitor]#7681	Connection [Competitor]#7682	Safety function [Competitor]#7683	Integrated switch [Competitor]#7684	Integrated potentiometer [Competitor]#7685	Degree of protection [Competitor]#7686	Angle of rotation [Competitor]#7771	Working range [Competitor]#7772	Positioning feedback [Competitor]#7773	Spindle driver [Competitor]#7774	Manual override [Competitor]#7775	Additional Specification [Competitor]#7613	Belimo Retrofit1 Antrieb#7597	Belimo Retrofit1 Accessory1#7604	Belimo Retrofit1 Accessory2#7777	Belimo Retrofit1 Actuator Note#7881	Belimo Retrofit2 Actuator#7680	Belimo Retrofit2 Accessory1#7697	Belimo Retrofit2 Accessory2#7778	Belimo Retrofit2 Actuator Note#7882	Belimo Retrofit3 Actuator#7688	Belimo Retrofit3 Accessory#7698	Belimo Retrofit3 Actuator Note#7883	Belimo Retrofit4 Actuator#7704	Belimo Retrofit4 Accessory#7705	Belimo Retrofit4 Actuator Note#7884	Version Number#VersionNr	Path#Path
298078	M9116-GGA-1																															Johnson Controls			AC/DC 24 V		modulating	80 s	110 s	16 Nm		7.5 VA					IP40	93°	DC 0(2)...10 V	DC 0(2)...10 V	10...20 mm			SM24A-SR														56	EU\Retrofit (Competitors)\Air solutions\Johnson Controls\
301721	LM24-C7/300																															Belimo			AC/DC 24 V	35 dB(A)	2- / 3-point	80 s	110 s	4 Nm		3 VA	3 m (halogen-free)				IP54	95°			6...16 mm			LM24A			Connection: cable 1 m, PVC|											54	EU\Retrofit (Competitors)\Air solutions\Belimo\
298081	GEB136.1E																															Siemens			AC 24 V		3-point	150 s		15 Nm		4 VA	0.9 m		2 x SPDT		IP54	95°			6.4...20 mm	gear disengagement		SM24A-S				SM24A	S2A		Accessory S2A with 2 adjustable switching points.|							50	EU\Retrofit (Competitors)\Air solutions\Siemens\
301885	SM24/500																															Belimo			AC/DC 24 V	45 dB(A)	2- / 3-point	90 s	150 s	15 Nm		4 VA	5 m				IP54	95°			10...20 mm			SM24A	Z-SMA		Connection: cable 1 m, PVC|											53	EU\Retrofit (Competitors)\Air solutions\Belimo\
301888	SM24-SR																															Belimo			AC 24 V	45 dB(A)	modulating	100 s	200 s	15 Nm		5 VA	0.9 m				IP54	95°	DC 2...10 V	DC 2...10 V	10...20 mm			SM24A-SR	Z-SMA			SM24A-PC	Z-SMA									54	EU\Retrofit (Competitors)\Air solutions\Belimo\
304341	ASF122F220																															Sauter			AC 230 V		Open-close	90 s		18 Nm		8 VA	0.9 m	yes	2 x SPDT		IP54	90°			6.4...20 mm	gear disengagement		SFA-S2				SFA	S2A-F		Accessory S2A-F with 2 adjustable switching points.|							48	EU\Retrofit (Competitors)\Air solutions\Sauter\
301727	LM24-FS																															Belimo			AC/DC 24 V	35 dB(A)	2- / 3-point	80 s	110 s	4 Nm		3 VA	1 m		1 x SPDT		IP54	95°			8 mm			LM24A-S				LM24A-F	S1A									57	EU\Retrofit (Competitors)\Air solutions\Belimo\
304334	ASF112F122																															Sauter			AC/DC 24 V		Open-close	90 s		7 Nm		5 VA	0.9 m	yes			IP54	95°			6.4...20 mm	gear disengagement		NF24A														45	EU\Retrofit (Competitors)\Air solutions\Sauter\
301729	LM24-FS-C7/300																															Belimo			AC/DC 24 V	35 dB(A)	2- / 3-point	80 s	110 s	4 Nm		3 VA	3 m (halogen-free)		1 x SPDT		IP54	95°			8 mm			LM24A-S			Connection: cable 1 m, PVC|	LM24A-F	S1A		Connection: cable 1 m, PVC|							57	EU\Retrofit (Competitors)\Air solutions\Belimo\
301558	SAS2.23																															Joventa			AC 230 V	45 dB(A)	2- / 3-point	30 s		8 Nm		3.6 VA	Terminal				IP54	93°			10...20 mm	gear disengagement		NM230A-TP														54	EU\Retrofit (Competitors)\Air solutions\Joventa\
301570	SML1.23																															Joventa			AC/DC 24 V	45 dB(A)	modulating	125 s		24 Nm		6 VA	Terminal				IP54	93°	DC 0...10 V / 0...20 mA	DC 0...10 V	10...20 mm	gear disengagement		GM24A-SR-TP			For 0…20 mA use an external 500 Ω resistor.|	GM24A-MP-TP			For 0…20 mA use an external 500 Ω resistor.|							55	EU\Retrofit (Competitors)\Air solutions\Joventa\
304336	ASF112F222																															Sauter			AC/DC 24 V		Open-close	90 s		7 Nm		5 VA	0.9 m	yes	2 x SPDT		IP54	95°			6.4...20 mm	gear disengagement		NF24A-S2				NF24A	S2A-F		Accessory S2A-F with 2 adjustable switching points.|							48	EU\Retrofit (Competitors)\Air solutions\Sauter\
301406	S1024-2POS-SW2																															Honeywell			AC 24 V	50 dB(A)	Open-close	45 s		10 Nm		30 VA		yes	2 x SPDT		IP54	95°			10...27 mm	hand crank		NF24A-S2				NF24A	S2A-F		Accessory S2A-F with 2 adjustable switching points.|							63	EU\Retrofit (Competitors)\Air solutions\Honeywell\
301565	SM1.23S																															Joventa			AC/DC 24 V	45 dB(A)	modulating	60 s		16 Nm		6 VA	Terminal		2 x SPDT		IP54	93°	DC 0...10 V / 0...20 mA	DC 0...10 V	10...20 mm	gear disengagement		SMC24A-MP	S2A		"For 0…20 mA use an external 500 Ω resistor.|
Accessory S2A with 2 adjustable switching points.|"	SM24A-MP-TP	S2A		"For 0…20 mA use an external 500 Ω resistor.|
Accessory S2A with 2 adjustable switching points.|"							58	EU\Retrofit (Competitors)\Air solutions\Joventa\
301408	S20010-SW2																															Honeywell			AC/DC 24 V	40 dB(A)	modulating	90 s		20 Nm		16 VA		yes	2 x SPDT		IP54	95°	DC 0(2)...10 V		10...27 mm	hand crank		SF24A-SR-S2				SF24A-SR	S2A-F		Accessory S2A-F with 2 adjustable switching points.|							61	EU\Retrofit (Competitors)\Air solutions\Honeywell\
304338	ASF113SF122																															Sauter			AC/DC 24 V		modulating	90 s		7 Nm		5 VA	0.9 m	yes			IP54	95°	DC 0...10 V	DC 0...10 V	6.4...20 mm	gear disengagement		NF24A-SR														43	EU\Retrofit (Competitors)\Air solutions\Sauter\
301893	SM24-SR/300																															Belimo			AC 24 V	45 dB(A)	modulating	100 s	200 s	15 Nm		5 VA	3 m				IP54	95°	DC 2...10 V	DC 2...10 V	10...20 mm			SM24A-SR	Z-SMA		Connection: cable 1 m, PVC|	SM24A-PC	Z-SMA		Connection: cable 1 m, PVC|							54	EU\Retrofit (Competitors)\Air solutions\Belimo\
301418	M9108-GGA-1																															Johnson Controls			AC/DC 24 V		modulating	30 s	45 s	8 Nm		7.5 VA					IP40	93°	DC 0(2)...10 V	DC 0(2)...10 V	10...20 mm			NM24A-SR														53	EU\Retrofit (Competitors)\Air solutions\Johnson Controls\
301572	SML4.2																															Joventa			AC 110 V	45 dB(A)	modulating	125 s	160 s	24 Nm		6 VA	Terminal				IP54	93°	DC 0(2)...10 V	DC 0(2)...10 V	10...20 mm	gear disengagement																56	EU\Retrofit (Competitors)\Air solutions\Joventa\
304343	ASF123F122																															Sauter			AC/DC 24 V		3-point	90 s		18 Nm		7 VA	0.9 m	yes			IP54	90°			6.4...20 mm	gear disengagement		SF24A-3														46	EU\Retrofit (Competitors)\Air solutions\Sauter\
301416	M9108-AGA-1																															Johnson Controls			AC/DC 24 V		2- / 3-point	30 s	45 s	8 Nm		6.5 VA					IP40	93°			10...20 mm			NMC24A-MP				NM24A										54	EU\Retrofit (Competitors)\Air solutions\Johnson Controls\
301257	BE-15D2E																															Elodrive			AC 120...230 V	35 dB(A)	Open-close	90 s		15 Nm		20 VA	0.9 m	yes			IP55	95°			8...20 mm	hand crank	3-wire	SFA														59	EU\Retrofit (Competitors)\Air solutions\Elodrive\
301736	LM24-S BL																															Belimo			AC/DC 24 V	35 dB(A)	2- / 3-point	80 s	110 s	4 Nm		3 VA	1 m		1 x SPDT		IP54	95°			6...16 mm			LM24A-S														56	EU\Retrofit (Competitors)\Air solutions\Belimo\
304348	ASF12F020(+HK1+HK2)																															Sauter			AC/DC 24 V		Open-close	80 s		12 Nm			1 m	yes	2 x SPDT		IP54	95°						SF24A-S2				SF24A	S2A-F		Accessory S2A-F with 2 adjustable switching points.|							44	EU\Retrofit (Competitors)\Air solutions\Sauter\
301577	SMS1.23S																															Joventa			AC/DC 24 V	45 dB(A)	modulating	30 s		8 Nm		6 VA	Terminal		2 x SPDT		IP54	93°	DC 0...10 V / 0...20 mA	DC 0...10 V	10...20 mm	gear disengagement		NMC24A-MP	S2A		For 0…20 mA use an external 500 Ω resistor.|											58	EU\Retrofit (Competitors)\Air solutions\Joventa\
301410	S20230-2POS-SW2																															Honeywell			AC 230 V	50 dB(A)	Open-close	45 s		20 Nm		60 VA		yes	2 x SPDT		IP54	95°			10...27 mm	hand crank		SFA-S2				SFA	S2A-F		Accessory S2A-F with 2 adjustable switching points.|							63	EU\Retrofit (Competitors)\Air solutions\Honeywell\
301895	SM24-SR/C76																															Belimo			AC 24 V	45 dB(A)	modulating	100 s	200 s	15 Nm		5 VA	0.9 m				IP54	95°	DC 2...10 V	DC 2...10 V	10...20 mm			SM24A-SR	Z-SMA			SM24A-PC	Z-SMA									54	EU\Retrofit (Competitors)\Air solutions\Belimo\
301249	BE-10D2E																															Elodrive			AC 120...230 V	35 dB(A)	Open-close	90 s		10 Nm		20 VA	0.9 m	yes			IP55	95°			8...20 mm	hand crank	3-wire	NFA														59	EU\Retrofit (Competitors)\Air solutions\Elodrive\
301254	BE-15A1E																															Elodrive			AC/DC 24 V	35 dB(A)	Open-close	90 s		15 Nm		20 VA	0.9 m	yes			IP55	95°			8...20 mm	hand crank	2-wire	SF24A														59	EU\Retrofit (Competitors)\Air solutions\Elodrive\
301413	M9106-AGC-2																															Johnson Controls			AC 24 V		3-point	72 s		6 Nm		2.5 VA			2 x SPDT		IP32	95°			10...12.7 mm			LM24A-S				LM24A	S2A		Accessory S2A with 2 adjustable switching points.|							57	EU\Retrofit (Competitors)\Air solutions\Johnson Controls\
301902	SML24-SR																															Belimo			AC 24 V	45 dB(A)	modulating	170 s	300 s	15 Nm			0.9 m				IP54	96°	DC 2...10 V	DC 2...10 V	10...20 mm			SM24A-SR	Z-SMA													53	EU\Retrofit (Competitors)\Air solutions\Belimo\
304355	ASM114SF132 (SUT)																															Sauter			AC 24 V		multifunctional			10 Nm			1 m				IP54	95°			8...16 mm			NMC24A-MP				NM24A-MP				NM24A-SR						40	EU\Retrofit (Competitors)\Air solutions\Sauter\
301743	LM24-SR RE																															Belimo			AC/DC 24 V	35 dB(A)	modulating	80 s	110 s	4 Nm		4 VA	1 m				IP54	95°	DC 2...10 V	DC 2...10 V	6...16 mm			LM24A-SR														54	EU\Retrofit (Competitors)\Air solutions\Belimo\
304345	ASF12F001																															Sauter			AC 230 V		Open-close	80 s		12 Nm			1 m	yes			IP54	95°						SFA														41	EU\Retrofit (Competitors)\Air solutions\Sauter\
301733	LM24-J6																															Belimo			AC/DC 24 V	35 dB(A)	2- / 3-point	80 s	110 s	4 Nm		3 VA	RJ11				IP54	95°		10 kΩ	6...16 mm			LM24A	P10000A		Connection: cable 1 m, PVC|	LM24A-TP	P10000A		Connection: cable 1 m, PVC|							55	EU\Retrofit (Competitors)\Air solutions\Belimo\
301574	SML4.5																															Joventa			AC 110 V	45 dB(A)	modulating	125 s	160 s	24 Nm		6 VA	Terminal				IP54	93°	0(4)...20 mA	DC 0(2)...10 V	10...20 mm	gear disengagement																56	EU\Retrofit (Competitors)\Air solutions\Joventa\
301579	SMS4.2S																															Joventa			AC 110 V	45 dB(A)	modulating	30 s	45 s	8 Nm		6 VA	Terminal		2 x SPDT		IP54	93°	DC 0(2)...10 V	DC 0(2)...10 V	10...20 mm	gear disengagement		NM230ASR-TP	S2A		Accessory S2A with 2 adjustable switching points.|											59	EU\Retrofit (Competitors)\Air solutions\Joventa\
304350	ASM104F120																															Sauter			AC 230 V	30 dB(A)	3-point	120 s		5 Nm		1.6 VA	1 m				IP54	95°			8...16 mm			LM230A														37	EU\Retrofit (Competitors)\Air solutions\Sauter\
301738	LM24-S-C7																															Belimo			AC/DC 24 V	35 dB(A)	2- / 3-point	80 s	110 s	4 Nm		3 VA	1 m (halogen-free)		1 x SPDT		IP54	95°			6...16 mm			LM24A-S			Connection: cable 1 m, PVC|											56	EU\Retrofit (Competitors)\Air solutions\Belimo\
301420	M9116-ADA-1																															Johnson Controls			AC 230 V		2- / 3-point	80 s	110 s	16 Nm		6 VA					IP40	93°			10...20 mm			SM230A														53	EU\Retrofit (Competitors)\Air solutions\Johnson Controls\
301256	BE-15D1E																															Elodrive			AC/DC 24 V	35 dB(A)	Open-close	90 s		15 Nm		20 VA	0.9 m	yes			IP55	95°			8...20 mm	hand crank	3-wire	SF24A														59	EU\Retrofit (Competitors)\Air solutions\Elodrive\
301897	SM24-SRS																															Belimo			AC 24 V	45 dB(A)	modulating	100 s	200 s	15 Nm		5 VA	0.9 m				IP54	95°	DC 2...10 V		10...20 mm			SM24A-MP	Z-SMA			SM24A-SR	Z-SMA									54	EU\Retrofit (Competitors)\Air solutions\Belimo\
301246	BE-10A1E																															Elodrive			AC/DC 24 V	35 dB(A)	Open-close	90 s		10 Nm		20 VA	0.9 m	yes			IP55	95°			8...20 mm	hand crank	2-wire	NF24A														59	EU\Retrofit (Competitors)\Air solutions\Elodrive\
301899	SMC220/500																															Belimo			AC 230 V		2- / 3-point	45 s		10 Nm			5 m				IP54	95°			10...20 mm			SMD230A	Z-SMA		Connection: cable 1 m, PVC|											52	EU\Retrofit (Competitors)\Air solutions\Belimo\
301581	SMS4.5S																															Joventa			AC 110 V	45 dB(A)	modulating	30 s	45 s	8 Nm		6 VA	Terminal		2 x SPDT		IP54	93°	0(4)...20 mA	DC 0(2)...10 V	10...20 mm	gear disengagement		NM230ASR-TP	S2A		For 0…20 mA use an external 500 Ω resistor.|											59	EU\Retrofit (Competitors)\Air solutions\Joventa\
301251	BE-10F2E																															Elodrive			AC 120...230 V	35 dB(A)	3-point	90 s		10 Nm		20 VA	0.9 m	yes			IP55	95°			8...20 mm	hand crank																58	EU\Retrofit (Competitors)\Air solutions\Elodrive\
301740	LM24-SR BL																															Belimo			AC/DC 24 V	35 dB(A)	modulating	80 s	110 s	4 Nm		4 VA	1 m				IP54	95°	DC 2...10 V	DC 2...10 V	6...16 mm			LM24A-SR														54	EU\Retrofit (Competitors)\Air solutions\Belimo\
304352	ASM104SF132 (SUT)																															Sauter			AC 24 V		multifunctional			5 Nm			1 m				IP54	95°			8...16 mm			LMC24A-SR				LM24A-MP										38	EU\Retrofit (Competitors)\Air solutions\Sauter\
301248	BE-10D1E																															Elodrive			AC/DC 24 V	35 dB(A)	Open-close	90 s		10 Nm		20 VA	0.9 m	yes			IP55	95°			8...20 mm	hand crank	3-wire	NF24A														59	EU\Retrofit (Competitors)\Air solutions\Elodrive\
304193	FM12 F																															Belimo			AC/DC 24 V		Open-close	150 s	360 s	5 Nm				yes										NF24A														41	EU\Retrofit (Competitors)\Air solutions\Belimo\
301571	SML1.23S																															Joventa			AC/DC 24 V	45 dB(A)	modulating	125 s		24 Nm		6 VA	Terminal		2 x SPDT		IP54	93°	DC 0...10 V / 0...20 mA	DC 0...10 V	10...20 mm	gear disengagement		GM24A-SR-TP	S2A		"For 0…20 mA use an external 500 Ω resistor.|
Accessory S2A with 2 adjustable switching points.|"	GM24A-MP-TP	S2A		"For 0…20 mA use an external 500 Ω resistor.|
Accessory S2A with 2 adjustable switching points.|"							58	EU\Retrofit (Competitors)\Air solutions\Joventa\
301735	LM24-S																															Belimo			AC/DC 24 V	35 dB(A)	2- / 3-point	80 s	110 s	4 Nm		3 VA	1 m		1 x SPDT		IP54	95°			6...16 mm			LM24A-S														56	EU\Retrofit (Competitors)\Air solutions\Belimo\
304354	ASM114F122																															Sauter			AC 24 V	30 dB(A)	3-point	120 s		10 Nm		1.5 VA	1 m				IP54	95°			8...16 mm			NM24A														37	EU\Retrofit (Competitors)\Air solutions\Sauter\
304347	ASF12F020																															Sauter			AC/DC 24 V		Open-close	80 s		12 Nm			1 m	yes			IP54	95°						SF24A														41	EU\Retrofit (Competitors)\Air solutions\Sauter\
301745	LM24-SR/300 BL																															Belimo			AC/DC 24 V	35 dB(A)	modulating	80 s	110 s	4 Nm		4 VA	3 m				IP54	95°	DC 2...10 V	DC 2...10 V	6...16 mm			LM24A-SR			Connection: cable 1 m, PVC|											54	EU\Retrofit (Competitors)\Air solutions\Belimo\
304190	DC-SM220																															Belimo																						SM230A	Z-SMA													36	EU\Retrofit (Competitors)\Air solutions\Belimo\
301415	M9108-ADA-1																															Johnson Controls			AC 230 V		2- / 3-point	30 s	45 s	8 Nm		6 VA					IP40	93°			10...20 mm			NM230A														53	EU\Retrofit (Competitors)\Air solutions\Johnson Controls\
301576	SMS1.23																															Joventa			AC/DC 24 V	45 dB(A)	modulating	30 s		8 Nm		6 VA	Terminal				IP54	93°	DC 0...10 V / 0...20 mA	DC 0...10 V	10...20 mm	gear disengagement		NMC24A-MP			For 0…20 mA use an external 500 Ω resistor.|											55	EU\Retrofit (Competitors)\Air solutions\Joventa\
301573	SML4.2S																															Joventa			AC 110 V	45 dB(A)	modulating	125 s	160 s	24 Nm		6 VA	Terminal		2 x SPDT		IP54	93°	DC 0(2)...10 V	DC 0(2)...10 V	10...20 mm	gear disengagement																59	EU\Retrofit (Competitors)\Air solutions\Joventa\
301419	M9108-HGA-2																															Johnson Controls			AC/DC 24 V		modulating	25 s	50 s	8 Nm		6.5 VA					IP40	93°	DC 0(2)...10 V	DC 0(2)...10 V	10...20 mm			NM24A-MP														53	EU\Retrofit (Competitors)\Air solutions\Johnson Controls\
301409	S20230-2POS																															Honeywell			AC 230 V	50 dB(A)	Open-close	45 s		20 Nm		60 VA		yes			IP54	95°			10...27 mm	hand crank		SFA														59	EU\Retrofit (Competitors)\Air solutions\Honeywell\
301412	S2024-2POS-SW2																															Honeywell			AC 24 V	50 dB(A)	Open-close	45 s		20 Nm		40 VA		yes	2 x SPDT		IP54	95°			10...27 mm	hand crank		SF24A-S2				SF24A	S2A-F		Accessory S2A-F with 2 adjustable switching points.|							63	EU\Retrofit (Competitors)\Air solutions\Honeywell\
301901	SMD24																															Belimo			AC/DC 24 V	65 dB(A)	2- / 3-point	15 s	20 s	15 Nm		15 VA	0.9 m				IP54	95°			10...20 mm			SMD24A	Z-SMA													53	EU\Retrofit (Competitors)\Air solutions\Belimo\
301417	M9108-AGD-1																															Johnson Controls			AC/DC 24 V		2- / 3-point	30 s	45 s	8 Nm		6.5 VA					IP40	93°		140 Ω	10...20 mm			NMC24A-MP	P140A			NM24A	P140A									54	EU\Retrofit (Competitors)\Air solutions\Johnson Controls\
301253	BE-10P2E																															Elodrive			AC 120...230 V	35 dB(A)	modulating	90 s		10 Nm		20 VA	0.9 m	yes			IP55	95°	DC 0(2)...10 V	DC 0(2)...10 V	8...20 mm	hand crank																57	EU\Retrofit (Competitors)\Air solutions\Elodrive\
301584	AF230-S																															Belimo			AC 230 V	45 dB(A)	Open-close	<150 s		15 Nm		11 VA	1 m	yes	2 x SPDT		IP54	95°			10...20 mm	hand crank		SFA-S2	Z-SF			BF230-RE			Fire protection, for CH / FL only!|							70	EU\Retrofit (Competitors)\Air solutions\Belimo\
304346	ASF12F001(+HK1+HK2)																															Sauter			AC 230 V		Open-close	80 s		12 Nm			1 m	yes	2 x SPDT		IP54	95°						SFA-S2				SFA	S2A-F		Accessory S2A-F with 2 adjustable switching points.|							44	EU\Retrofit (Competitors)\Air solutions\Sauter\
304344	ASF123SF122																															Sauter			AC/DC 24 V		modulating	90 s		18 Nm		7 VA	0.9 m	yes			IP54	95°	DC 0...10 V	DC 0...10 V	6.4...20 mm	gear disengagement		SF24A-SR														43	EU\Retrofit (Competitors)\Air solutions\Sauter\
301737	LM24-S/500																															Belimo			AC/DC 24 V	35 dB(A)	2- / 3-point	80 s	110 s	4 Nm		3 VA	5 m		1 x SPDT		IP54	95°			6...16 mm			LM24A-S			Connection: cable 1 m, PVC|											56	EU\Retrofit (Competitors)\Air solutions\Belimo\
304349	ASF12SF001																															Sauter			AC/DC 24 V		modulating	80 s		12 Nm			1 m	yes			IP54	95°	DC 2...10 V					SF24A-SR														39	EU\Retrofit (Competitors)\Air solutions\Sauter\
