PdmarticleID;Bezeichnung;"Externer Schlüssel";StateID;"Passende Ventile";"+ /";"Passende Antriebe";"Product family 2 from Actuator";Preisempfehlung;"Regeln für Ventil Dimsionierung";"Export Media manually changed";"Export Media";6986;6987;Typ;Produktfamilie;"Schliessdruck Δps";"Differenzdruck Δpmax Wert";"kv (Werkseinstellung)";Pfad;Versions-Nr
107683;R540/NR24A;R540/NR24A;;R540;/;NR24A;Standardantrieb;1;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R540/NR24A;Umschaltkugelhahn;1400 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";45
107686;R540+NR24A-MP;R540+NR24A-MP;;R540;+;NR24A-MP;"Kommunikationsfähiger Antrieb";0;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R540+NR24A-MP;Umschaltkugelhahn;1400 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";43
107687;R540/NR24A-MP;R540/NR24A-MP;;R540;/;NR24A-MP;"Kommunikationsfähiger Antrieb";0;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R540/NR24A-MP;Umschaltkugelhahn;1400 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";43
107688;R540+NR24A-S;R540+NR24A-S;;R540;+;NR24A-S;Standardantrieb;0;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R540+NR24A-S;Umschaltkugelhahn;1400 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";44
107689;R540/NR24A-S;R540/NR24A-S;;R540;/;NR24A-S;Standardantrieb;0;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R540/NR24A-S;Umschaltkugelhahn;1400 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";44
107722;R548+NR230A;R548+NR230A;;R548;+;NR230A;Standardantrieb;1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R548+NR230A;Regelkugelhahn;1400 kPa;200 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";43
107723;R548/NR230A;R548/NR230A;;R548;/;NR230A;Standardantrieb;1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R548/NR230A;Regelkugelhahn;1400 kPa;200 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";43
107724;R548+NR230A-S;R548+NR230A-S;;R548;+;NR230A-S;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R548+NR230A-S;Regelkugelhahn;1400 kPa;200 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";42
107725;R548/NR230A-S;R548/NR230A-S;;R548;/;NR230A-S;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R548/NR230A-S;Regelkugelhahn;1400 kPa;200 kPa;;"EU\Inbox\Kombinationen\Folder..4/..5\";42
107726;R548+NR24A;R548+NR24A;;R548;+;NR24A;Standardantrieb;1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R548+NR24A;Regelkugelhahn;1400 kPa;200 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";44
107727;R548/NR24A;R548/NR24A;;R548;/;NR24A;Standardantrieb;1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R548/NR24A;Regelkugelhahn;1400 kPa;200 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";44
107730;R548+NR24A-MP;R548+NR24A-MP;;R548;+;NR24A-MP;"Kommunikationsfähiger Antrieb";0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R548+NR24A-MP;Regelkugelhahn;1400 kPa;200 kPa;;"EU\Inbox\Kombinationen\Folder..4/..5\";42
107731;R548/NR24A-MP;R548/NR24A-MP;;R548;/;NR24A-MP;"Kommunikationsfähiger Antrieb";0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R548/NR24A-MP;Regelkugelhahn;1400 kPa;200 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";42
107732;R548+NR24A-S;R548+NR24A-S;;R548;+;NR24A-S;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R548+NR24A-S;Regelkugelhahn;1400 kPa;200 kPa;;"EU\Inbox\Kombinationen\Folder..4/..5\";43
107733;R548/NR24A-S;R548/NR24A-S;;R548;/;NR24A-S;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R548/NR24A-S;Regelkugelhahn;1400 kPa;200 kPa;;"EU\Inbox\Kombinationen\Folder..4/..5\";43
107734;R548+NR24A-SR;R548+NR24A-SR;;R548;+;NR24A-SR;Standardantrieb;1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R548+NR24A-SR;Regelkugelhahn;1400 kPa;200 kPa;;"EU\Inbox\Kombinationen\Folder..4/..5\";44
107735;R548/NR24A-SR;R548/NR24A-SR;;R548;/;NR24A-SR;Standardantrieb;1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R548/NR24A-SR;Regelkugelhahn;1400 kPa;200 kPa;;"EU\Inbox\Kombinationen\Folder..4/..5\";44
107738;R548+NRC24A-SR;R548+NRC24A-SR;;R548;+;NRC24A-SR;Schnellläufer;1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R548+NRC24A-SR;Regelkugelhahn;1400 kPa;200 kPa;;"EU\Inbox\Kombinationen\Folder..4/..5\";43
107739;R548/NRC24A-SR;R548/NRC24A-SR;;R548;/;NRC24A-SR;Schnellläufer;1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R548/NRC24A-SR;Regelkugelhahn;1400 kPa;200 kPa;;"EU\Inbox\Kombinationen\Folder..4/..5\";43
107842;R423+LR230A;R423+LR230A;;R423;+;LR230A;Standardantrieb;1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R423+LR230A;Regelkugelhahn;1400 kPa;200 kPa;;"EU\Inbox\Kombinationen\Folder..4/..5\";43
107843;R423/LR230A;R423/LR230A;;R423;/;LR230A;Standardantrieb;1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R423/LR230A;Regelkugelhahn;1400 kPa;200 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";43
107844;R423+LR230A-S;R423+LR230A-S;;R423;+;LR230A-S;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R423+LR230A-S;Regelkugelhahn;1400 kPa;200 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";42
107845;R423/LR230A-S;R423/LR230A-S;;R423;/;LR230A-S;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R423/LR230A-S;Regelkugelhahn;1400 kPa;200 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";42
107846;R423+LR24A;R423+LR24A;;R423;+;LR24A;Standardantrieb;1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R423+LR24A;Regelkugelhahn;1400 kPa;200 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";43
107847;R423/LR24A;R423/LR24A;;R423;/;LR24A;Standardantrieb;1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R423/LR24A;Regelkugelhahn;1400 kPa;200 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";43
107850;R423+LR24A-MP;R423+LR24A-MP;;R423;+;LR24A-MP;"Kommunikationsfähiger Antrieb";0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R423+LR24A-MP;Regelkugelhahn;1400 kPa;200 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";41
107851;R423/LR24A-MP;R423/LR24A-MP;;R423;/;LR24A-MP;"Kommunikationsfähiger Antrieb";0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R423/LR24A-MP;Regelkugelhahn;1400 kPa;200 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";41
107852;R423+LR24A-S;R423+LR24A-S;;R423;+;LR24A-S;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R423+LR24A-S;Regelkugelhahn;1400 kPa;200 kPa;;"EU\Inbox\Kombinationen\Folder..4/..5\";42
107853;R423/LR24A-S;R423/LR24A-S;;R423;/;LR24A-S;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R423/LR24A-S;Regelkugelhahn;1400 kPa;200 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";42
107854;R423+LR24A-SR;R423+LR24A-SR;;R423;+;LR24A-SR;Standardantrieb;1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R423+LR24A-SR;Regelkugelhahn;1400 kPa;200 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";43
107855;R423/LR24A-SR;R423/LR24A-SR;;R423;/;LR24A-SR;Standardantrieb;1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R423/LR24A-SR;Regelkugelhahn;1400 kPa;200 kPa;;"EU\Inbox\Kombinationen\Folder..4/..5\";43
107858;R423+LRC24A-SR;R423+LRC24A-SR;;R423;+;LRC24A-SR;Schnellläufer;1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R423+LRC24A-SR;Regelkugelhahn;1400 kPa;200 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";43
107859;R423/LRC24A-SR;R423/LRC24A-SR;;R423;/;LRC24A-SR;Schnellläufer;1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R423/LRC24A-SR;Regelkugelhahn;1400 kPa;200 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";43
107934;R424+LR230A;R424+LR230A;;R424;+;LR230A;Standardantrieb;1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R424+LR230A;Regelkugelhahn;1400 kPa;200 kPa;;"EU\Inbox\Kombinationen\Folder..4/..5\";43
107935;R424/LR230A;R424/LR230A;;R424;/;LR230A;Standardantrieb;1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R424/LR230A;Regelkugelhahn;1400 kPa;200 kPa;;"EU\Inbox\Kombinationen\Folder..4/..5\";43
107936;R424+LR230A-S;R424+LR230A-S;;R424;+;LR230A-S;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R424+LR230A-S;Regelkugelhahn;1400 kPa;200 kPa;;"EU\Inbox\Kombinationen\Folder..4/..5\";42
107937;R424/LR230A-S;R424/LR230A-S;;R424;/;LR230A-S;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R424/LR230A-S;Regelkugelhahn;1400 kPa;200 kPa;;"EU\Inbox\Kombinationen\Folder..4/..5\";42
107938;R424+LR24A;R424+LR24A;;R424;+;LR24A;Standardantrieb;1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R424+LR24A;Regelkugelhahn;1400 kPa;200 kPa;;"EU\Inbox\Kombinationen\Folder..4/..5\";43
107939;R424/LR24A;R424/LR24A;;R424;/;LR24A;Standardantrieb;1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R424/LR24A;Regelkugelhahn;1400 kPa;200 kPa;;"EU\Inbox\Kombinationen\Folder..4/..5\";43
107942;R424+LR24A-MP;R424+LR24A-MP;;R424;+;LR24A-MP;"Kommunikationsfähiger Antrieb";0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R424+LR24A-MP;Regelkugelhahn;1400 kPa;200 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";41
107943;R424/LR24A-MP;R424/LR24A-MP;;R424;/;LR24A-MP;"Kommunikationsfähiger Antrieb";0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R424/LR24A-MP;Regelkugelhahn;1400 kPa;200 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";41
107944;R424+LR24A-S;R424+LR24A-S;;R424;+;LR24A-S;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R424+LR24A-S;Regelkugelhahn;1400 kPa;200 kPa;;"EU\Inbox\Kombinationen\Folder..4/..5\";42
107945;R424/LR24A-S;R424/LR24A-S;;R424;/;LR24A-S;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R424/LR24A-S;Regelkugelhahn;1400 kPa;200 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";42
107946;R424+LR24A-SR;R424+LR24A-SR;;R424;+;LR24A-SR;Standardantrieb;1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R424+LR24A-SR;Regelkugelhahn;1400 kPa;200 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";43
107947;R424/LR24A-SR;R424/LR24A-SR;;R424;/;LR24A-SR;Standardantrieb;1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R424/LR24A-SR;Regelkugelhahn;1400 kPa;200 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";43
107950;R424+LRC24A-SR;R424+LRC24A-SR;;R424;+;LRC24A-SR;Schnellläufer;1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R424+LRC24A-SR;Regelkugelhahn;1400 kPa;200 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";43
107951;R424/LRC24A-SR;R424/LRC24A-SR;;R424;/;LRC24A-SR;Schnellläufer;1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R424/LRC24A-SR;Regelkugelhahn;1400 kPa;200 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";43
108023;R425+LR230A;R425+LR230A;;R425;+;LR230A;Standardantrieb;1;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R425+LR230A;Auf-Zu-Kugelhahn;1400 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";44
108024;R425/LR230A;R425/LR230A;;R425;/;LR230A;Standardantrieb;1;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R425/LR230A;Auf-Zu-Kugelhahn;1400 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";44
108025;R425+LR230A-S;R425+LR230A-S;;R425;+;LR230A-S;Standardantrieb;0;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R425+LR230A-S;Auf-Zu-Kugelhahn;1400 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";43
108026;R425/LR230A-S;R425/LR230A-S;;R425;/;LR230A-S;Standardantrieb;0;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R425/LR230A-S;Auf-Zu-Kugelhahn;1400 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";43
108027;R425+LR24A;R425+LR24A;;R425;+;LR24A;Standardantrieb;1;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R425+LR24A;Auf-Zu-Kugelhahn;1400 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";44
108028;R425/LR24A;R425/LR24A;;R425;/;LR24A;Standardantrieb;1;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R425/LR24A;Auf-Zu-Kugelhahn;1400 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";44
108032;R425+LR24A-MP;R425+LR24A-MP;;R425;+;LR24A-MP;"Kommunikationsfähiger Antrieb";0;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R425+LR24A-MP;Auf-Zu-Kugelhahn;1400 kPa;400 kPa;;"EU\Inbox\Kombinationen\Folder..4/..5\";42
108033;R425/LR24A-MP;R425/LR24A-MP;;R425;/;LR24A-MP;"Kommunikationsfähiger Antrieb";0;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R425/LR24A-MP;Auf-Zu-Kugelhahn;1400 kPa;400 kPa;;"EU\Inbox\Kombinationen\Folder..4/..5\";42
108034;R425+LR24A-S;R425+LR24A-S;;R425;+;LR24A-S;Standardantrieb;0;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R425+LR24A-S;Auf-Zu-Kugelhahn;1400 kPa;400 kPa;;"EU\Inbox\Kombinationen\Folder..4/..5\";43
108035;R425/LR24A-S;R425/LR24A-S;;R425;/;LR24A-S;Standardantrieb;0;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R425/LR24A-S;Auf-Zu-Kugelhahn;1400 kPa;400 kPa;;"EU\Inbox\Kombinationen\Folder..4/..5\";43
108039;R425+LRF230;R425+LRF230;;R425;+;LRF230;"Antrieb mit Notstellfunktion";1;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R425+LRF230;Auf-Zu-Kugelhahn;1400 kPa;400 kPa;;"EU\Inbox\Kombinationen\Folder..4/..5\";45
108040;R425/LRF230;R425/LRF230;;R425;/;LRF230;"Antrieb mit Notstellfunktion";1;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R425/LRF230;Auf-Zu-Kugelhahn;1400 kPa;400 kPa;;"EU\Inbox\Kombinationen\Folder..4/..5\";45
108047;R425+LRF24;R425+LRF24;;R425;+;LRF24;"Antrieb mit Notstellfunktion";1;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R425+LRF24;Auf-Zu-Kugelhahn;1400 kPa;400 kPa;;"EU\Inbox\Kombinationen\Folder..4/..5\";44
108048;R425/LRF24;R425/LRF24;;R425;/;LRF24;"Antrieb mit Notstellfunktion";1;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R425/LRF24;Auf-Zu-Kugelhahn;1400 kPa;400 kPa;;"EU\Inbox\Kombinationen\Folder..4/..5\";44
108072;R550+NR230A;R550+NR230A;;R550;+;NR230A;Standardantrieb;1;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R550+NR230A;Umschaltkugelhahn;1400 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";44
108073;R550/NR230A;R550/NR230A;;R550;/;NR230A;Standardantrieb;1;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R550/NR230A;Umschaltkugelhahn;1400 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";44
108074;R550+NR230A-S;R550+NR230A-S;;R550;+;NR230A-S;Standardantrieb;0;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R550+NR230A-S;Umschaltkugelhahn;1400 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";43
108075;R550/NR230A-S;R550/NR230A-S;;R550;/;NR230A-S;Standardantrieb;0;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R550/NR230A-S;Umschaltkugelhahn;1400 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";43
108077;R550+NR24A;R550+NR24A;;R550;+;NR24A;Standardantrieb;1;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R550+NR24A;Umschaltkugelhahn;1400 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";45
108078;R550/NR24A;R550/NR24A;;R550;/;NR24A;Standardantrieb;1;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R550/NR24A;Umschaltkugelhahn;1400 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";45
108081;R550+NR24A-MP;R550+NR24A-MP;;R550;+;NR24A-MP;"Kommunikationsfähiger Antrieb";0;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R550+NR24A-MP;Umschaltkugelhahn;1400 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";43
108082;R550/NR24A-MP;R550/NR24A-MP;;R550;/;NR24A-MP;"Kommunikationsfähiger Antrieb";0;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R550/NR24A-MP;Umschaltkugelhahn;1400 kPa;400 kPa;;"EU\Inbox\Kombinationen\Folder..4/..5\";43
108084;R550+NR24A-S;R550+NR24A-S;;R550;+;NR24A-S;Standardantrieb;0;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R550+NR24A-S;Umschaltkugelhahn;1400 kPa;400 kPa;;"EU\Inbox\Kombinationen\Folder..4/..5\";44
108085;R550/NR24A-S;R550/NR24A-S;;R550;/;NR24A-S;Standardantrieb;0;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R550/NR24A-S;Umschaltkugelhahn;1400 kPa;400 kPa;;"EU\Inbox\Kombinationen\Folder..4/..5\";44
108408;R431+NR230A;R431+NR230A;;R431;+;NR230A;Standardantrieb;1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R431+NR230A;Regelkugelhahn;1400 kPa;200 kPa;;"EU\Inbox\Kombinationen\Folder..4/..5\";43
108409;R431/NR230A;R431/NR230A;;R431;/;NR230A;Standardantrieb;1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R431/NR230A;Regelkugelhahn;1400 kPa;200 kPa;;"EU\Inbox\Kombinationen\Folder..4/..5\";43
108410;R431+NR230A-S;R431+NR230A-S;;R431;+;NR230A-S;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R431+NR230A-S;Regelkugelhahn;1400 kPa;200 kPa;;"EU\Inbox\Kombinationen\Folder..4/..5\";42
108411;R431/NR230A-S;R431/NR230A-S;;R431;/;NR230A-S;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R431/NR230A-S;Regelkugelhahn;1400 kPa;200 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";42
108412;R431+NR24A;R431+NR24A;;R431;+;NR24A;Standardantrieb;1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R431+NR24A;Regelkugelhahn;1400 kPa;200 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";44
108413;R431/NR24A;R431/NR24A;;R431;/;NR24A;Standardantrieb;1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R431/NR24A;Regelkugelhahn;1400 kPa;200 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";44
108416;R431+NR24A-MP;R431+NR24A-MP;;R431;+;NR24A-MP;"Kommunikationsfähiger Antrieb";0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R431+NR24A-MP;Regelkugelhahn;1400 kPa;200 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";42
108417;R431/NR24A-MP;R431/NR24A-MP;;R431;/;NR24A-MP;"Kommunikationsfähiger Antrieb";0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R431/NR24A-MP;Regelkugelhahn;1400 kPa;200 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";42
108418;R431+NR24A-S;R431+NR24A-S;;R431;+;NR24A-S;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R431+NR24A-S;Regelkugelhahn;1400 kPa;200 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";43
108419;R431/NR24A-S;R431/NR24A-S;;R431;/;NR24A-S;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R431/NR24A-S;Regelkugelhahn;1400 kPa;200 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";43
108420;R431+NR24A-SR;R431+NR24A-SR;;R431;+;NR24A-SR;Standardantrieb;1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R431+NR24A-SR;Regelkugelhahn;1400 kPa;200 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";44
108421;R431/NR24A-SR;R431/NR24A-SR;;R431;/;NR24A-SR;Standardantrieb;1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R431/NR24A-SR;Regelkugelhahn;1400 kPa;200 kPa;;"EU\Inbox\Kombinationen\Folder..4/..5\";44
108424;R431+NRC24A-SR;R431+NRC24A-SR;;R431;+;NRC24A-SR;Schnellläufer;1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R431+NRC24A-SR;Regelkugelhahn;1400 kPa;200 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";43
108425;R431/NRC24A-SR;R431/NRC24A-SR;;R431;/;NRC24A-SR;Schnellläufer;1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R431/NRC24A-SR;Regelkugelhahn;1400 kPa;200 kPa;;"EU\Inbox\Kombinationen\Folder..4/..5\";43
108454;R432+NR230A;R432+NR230A;;R432;+;NR230A;Standardantrieb;1;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R432+NR230A;Auf-Zu-Kugelhahn;1400 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";44
108455;R432/NR230A;R432/NR230A;;R432;/;NR230A;Standardantrieb;1;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R432/NR230A;Auf-Zu-Kugelhahn;1400 kPa;400 kPa;;"EU\Inbox\Kombinationen\Folder..4/..5\";44
108456;R432+NR230A-S;R432+NR230A-S;;R432;+;NR230A-S;Standardantrieb;0;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R432+NR230A-S;Auf-Zu-Kugelhahn;1400 kPa;400 kPa;;"EU\Inbox\Kombinationen\Folder..4/..5\";43
108457;R432/NR230A-S;R432/NR230A-S;;R432;/;NR230A-S;Standardantrieb;0;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R432/NR230A-S;Auf-Zu-Kugelhahn;1400 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";43
108458;R432+NR24A;R432+NR24A;;R432;+;NR24A;Standardantrieb;1;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R432+NR24A;Auf-Zu-Kugelhahn;1400 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";45
108459;R432/NR24A;R432/NR24A;;R432;/;NR24A;Standardantrieb;1;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R432/NR24A;Auf-Zu-Kugelhahn;1400 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";45
108462;R432+NR24A-MP;R432+NR24A-MP;;R432;+;NR24A-MP;"Kommunikationsfähiger Antrieb";0;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R432+NR24A-MP;Auf-Zu-Kugelhahn;1400 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";43
108463;R432/NR24A-MP;R432/NR24A-MP;;R432;/;NR24A-MP;"Kommunikationsfähiger Antrieb";0;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R432/NR24A-MP;Auf-Zu-Kugelhahn;1400 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";43
108464;R432+NR24A-S;R432+NR24A-S;;R432;+;NR24A-S;Standardantrieb;0;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R432+NR24A-S;Auf-Zu-Kugelhahn;1400 kPa;400 kPa;;"EU\Inbox\Combinations\Folder..4/..5\";44
