PdmarticleID;Bezeichnung;Produktfamilie;"Produktfamilie kurz";Produkttyp;Mediumstemperatur;Ansteuerung;"Arbeitsbereich Y";Kommunikation;"Notstellposition (POP) stromlos";"Laufzeit Motor";"Stellzeit Motor";Stellkraft;Hilfsschalter;Nennspannung;Nenndrehmoment;"Schutzart IEC/EN";Datenblattname;"Datenblatt PDF";3432;"Produktbild 4c/bw";DN;PN;"Zulässiger Druck ps";"Schliessdruck Δps";"Differenzdruck ∆pmin Wert";"Differenzdruck Δpmax Wert";kvs;"kvs (Sequenz I)";"kvs (Sequenz II)";kvmax;"kv variabel";"kvs theor.";"kv (Werkseinstellung)";"Vnom [l/s]";"Vnom [l/min]";"Vnom [l/h]";Vmaxpos1;Vmaxpos2;Vmaxpos3;"Vmax ger.";"Leckrate Regelpfad";"Anzahl Rohranschlüsse";"Rohranschluss Typ";Messstutzen;Medien;"Anwendung Ventil";"Elektrisches Zubehör";"Mechanisches Zubehör";V0;V1;Versions-Nr;Pfad
5241;R439;Regelkugelhahn;RKH;Ventil;6...100°C;;;;;;;;;;;;R4..(K);R4.._K__datasheet_de-ch.pdf;;PIC_EU_R4_neutral_01_2C.jpg;40;16;1600 kPa;1400 kPa;;200 kPa;25 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";2-Weg;Aussengewinde;;Wasser;Regelventil;ZR24-1;ZR4540;;;372;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Aussengewinde, 2-Weg\"
5244;R505K;Regelkugelhahn;RKH;Ventil;6...100°C;;;;;;;;;;;;R5..(K);R5.._K__datasheet_de-ch.pdf;;PIC_EU_R5_neutral_01_2C.jpg;10;16;1600 kPa;1400 kPa;;200 kPa;0.25 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";3-Weg;Aussengewinde;;Wasser;Regelventil;;ZR4510;;;362;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Aussengewinde, 3-Weg\"
281048;C215QPT-D;PI-Zonenventil;PIQCV;Ventil;2...90°C;;;;;;;;;;;;C2..QPT-..;C2..QPT-.._datasheet_de-ch.pdf;;PIC_EU_C2..QPT-.._4C.jpg;15;25;1600 kPa;700 kPa;16 kPa;350 kPa;;;;;;;;;;420 l/h;50 l/h;70 l/h;100 l/h;;"Leckrate A, dicht (EN 12266-1)";2-Weg;Innengewinde;1;Wasser;Druckunabhängig;;ZR2315|ZCQ-E|ZCQ-FL;;;231;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Druckunabhängige RKH\PIQCV\"
5097;H511B;Hubventil;H;Ventil;5...120°C;;;;;;;;;;;;H5..B;H5..B_datasheet_de-ch.pdf;;PIC_EU_H5-B-neutral_01_4C.jpg;15;16;1600 kPa;;;;0.63 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";3-Weg;Aussengewinde;;Wasser;Regelventil;ZH24-1;ZH4515|ZH515;;;327;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN16, Aussengewinde\3-Weg\"
5242;R448;Regelkugelhahn;RKH;Ventil;6...100°C;;;;;;;;;;;;R4..(K);R4.._K__datasheet_de-ch.pdf;;PIC_EU_R4_neutral_01_2C.jpg;50;16;1600 kPa;1400 kPa;;200 kPa;25 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";2-Weg;Aussengewinde;;Wasser;Regelventil;ZR24-1;ZR4550;;;379;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Aussengewinde, 2-Weg\"
5541;LR24A-MP;Drehantrieb;;Antrieb;;stetig|kommunikativ;DC 2...10 V;MP-Bus;;"90 s";;;;AC/DC 24 V;"5 Nm";IP54;LR24A-MP;LR24A-MP_datasheet_de-ch.pdf;;PIC_EU_LR24A-MP_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S1A|S2A|P140A|P200A|P500A|P1000A|P2800A|P5000A|P10000A|ZK1-GEN|ZK2-GEN|ZFP2-MP|ZN230-24MP|CR24-A3|CR24-B3|CRK24-B1;;;;352;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Standardantriebe\LR..A (5 Nm)\"
100469;R3020-1P6-P63-B2;Regelkugelhahn;6-Weg-RKH;Ventil;6...80°C;;;;;;;;;;;;R30..-..-..-B2;R30..-..-..-B2_datasheet_de-ch.pdf;;PIC_EU_R3015..-B2_02_4C.jpg;20;16;1600 kPa;;;100 kPa;;1.6 m³/h;0.63 m³/h;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";6-Weg;Innengewinde;;Wasser;Regelventil;;ZR-004|ZR2320;;;327;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Innengewinde, 6-Weg\"
61590;GRK24A-SZ-5;SuperCap-Drehantrieb;;Antrieb;;stetig;DC 0.5...10 V;;"NC / NO";"150 s";;;;AC/DC 24 V;"40 Nm";IP54;GRK24A-SZ-5;GRK24A-SZ-5_datasheet_de-ch.pdf;;PIC_EU_GRKA_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S1A|S2A|P140A|P200A|P500A|P1000A|P2800A|P5000A|P10000A;;;;336;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\SuperCap-Antriebe\GRK..A\"
5071;SR230A-5;Drehantrieb;;Antrieb;;Auf-Zu|3-Punkt;;;;"90 s";;;;AC 230 V;"20 Nm";IP54;SR230A-5;SR230A-5_datasheet_de-ch.pdf;;PIC_EU_SR230A-5_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S1A|S2A|P140A|P200A|P500A|P1000A|P2800A|P5000A|P10000A;;;;368;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Standardantriebe\SR..A (20 Nm)\"
5515;TRF24-MFT;Federrücklauf-Drehantrieb;;Antrieb;;stetig|kommunikativ;DC 2...10 V;MP-Bus;NC;"90 s";;;;AC/DC 24 V;"2.5 Nm";IP42;TRF24-MFT;TRF24-MFT_datasheet_de-ch.pdf;;PIC_EU_TRF-neutral_02_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;ZK1-GEN|ZK2-GEN|ZFP2-MP|ZN230-24MP;;;;445;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Federrücklaufantriebe\TRF.. (2.5 Nm)\"
61600;NRFA-S2;Federrücklauf-Drehantrieb;;Antrieb;;Auf-Zu;;;NC;"75 s";;;"2 x EPU";AC 24...240 V / DC 24...125 V;"10 Nm";IP54;NRFA-S2;NRFA-S2_datasheet_de-ch.pdf;;PIC_EU_NRF-S2-neutral-2K_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;329;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Federrücklaufantriebe\NRF..A (10Nm/5Nm)\"
281473;C215Q-J;Zonenventil;QCV;Ventil;2...90°C;;;;;;;;;;;;C2..Q-..;C2..Q-.._datasheet_de-ch.pdf;;PIC_EU_C2..Q-.._4C.jpg;15;25;1600 kPa;350 kPa;;280 kPa;4.8 m³/h;;;;"0.4 / 0.6 / 1 / 1.5 / 2 / 2.9 / 4 / 4.8";;;;;;;;;;"Leckrate A, dicht (EN 12266-1)";2-Weg;Innengewinde;0;Wasser;Regelventil;;ZR2315|ZCQ-E;;;216;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Zonen-Ventile\"
5072;SR24A-5;Drehantrieb;;Antrieb;;Auf-Zu|3-Punkt;;;;"90 s";;;;AC/DC 24 V;"20 Nm";IP54;SR24A-5;SR24A-5_datasheet_de-ch.pdf;;PIC_EU_SR24A-5_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S1A|S2A|P140A|P200A|P500A|P1000A|P2800A|P5000A|P10000A;;;;379;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Standardantriebe\SR..A (20 Nm)\"
5243;R449;Regelkugelhahn;RKH;Ventil;6...100°C;;;;;;;;;;;;R4..(K);R4.._K__datasheet_de-ch.pdf;;PIC_EU_R4_neutral_01_2C.jpg;50;16;1600 kPa;1400 kPa;;200 kPa;40 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";2-Weg;Aussengewinde;;Wasser;Regelventil;ZR24-1;ZR4550;;;378;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Aussengewinde, 2-Weg\"
61598;NRFA;Federrücklauf-Drehantrieb;;Antrieb;;Auf-Zu;;;NC;"75 s";;;;AC 24...240 V / DC 24...125 V;"10 Nm";IP54;NRFA;NRFA_datasheet_de-ch.pdf;;PIC_EU_NRF-neutral-1K_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;339;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Federrücklaufantriebe\NRF..A (10Nm/5Nm)\"
61596;H6040X16-S2;Hubventil;H;Ventil;5...150°C;;;;;;;;;;;;H6..X..-S2;H6..X..-S2_datasheet_de-ch.pdf;;PIC_EU_H6..X..-S-P-2-neutral_01_4C.jpg;40;25;2500 kPa;;;;16 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";2-Weg;Flansch;;Wasser|Dampf;Regelventil;;;;;293;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN25, Flansch\2-Weg\"
281045;C220QP-F;PI-Zonenventil;PIQCV;Ventil;2...90°C;;;;;;;;;;;;C2..QP-..;C2..QP-.._datasheet_de-ch.pdf;;PIC_EU_C2..QP-..4C.jpg;20;25;1600 kPa;700 kPa;16 kPa;350 kPa;;;;;;;;;;980 l/h;90 l/h;130 l/h;190 l/h;;"Leckrate A, dicht (EN 12266-1)";2-Weg;Innengewinde;0;Wasser;Druckunabhängig;;ZR2320|ZCQ-E|ZCQ-FL;;;215;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Druckunabhängige RKH\PIQCV\"
100470;R3020-1P6-1-B2;Regelkugelhahn;6-Weg-RKH;Ventil;6...80°C;;;;;;;;;;;;R30..-..-..-B2;R30..-..-..-B2_datasheet_de-ch.pdf;;PIC_EU_R3015..-B2_02_4C.jpg;20;16;1600 kPa;;;100 kPa;;1.6 m³/h;1 m³/h;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";6-Weg;Innengewinde;;Wasser;Regelventil;;ZR-004|ZR2320;;;325;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Innengewinde, 6-Weg\"
5247;R508K;Regelkugelhahn;RKH;Ventil;6...100°C;;;;;;;;;;;;R5..(K);R5.._K__datasheet_de-ch.pdf;;PIC_EU_R5_neutral_01_2C.jpg;10;16;1600 kPa;1400 kPa;;200 kPa;1 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";3-Weg;Aussengewinde;;Wasser;Regelventil;;ZR4510;;;366;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Aussengewinde, 3-Weg\"
61592;H6200W630-S7;Hubventil;H;Ventil;5...120°C;;;;;;;;;;;;H6..W..S7;H6..W..S7_datasheet_de-ch.pdf;;PIC_EU_H6..W-S7-neutral_01_SW.jpg;200;16;1600 kPa;;;;630 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";2-Weg;Flansch;;Wasser;Regelventil;;;;;278;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN16, Flansch\2-Weg\W\"
61599;NRFA-O;Federrücklauf-Drehantrieb;;Antrieb;;Auf-Zu;;;NO;"75 s";;;;AC 24...240 V / DC 24...125 V;"10 Nm";IP54;NRFA-O;NRFA-O_datasheet_de-ch.pdf;;PIC_EU_NRF-neutral-1K_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;322;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Federrücklaufantriebe\NRF..A (10Nm/5Nm)\"
281046;C220QPT-F;PI-Zonenventil;PIQCV;Ventil;2...90°C;;;;;;;;;;;;C2..QPT-..;C2..QPT-.._datasheet_de-ch.pdf;;PIC_EU_C2..QPT-.._4C.jpg;20;25;1600 kPa;700 kPa;16 kPa;350 kPa;;;;;;;;;;980 l/h;90 l/h;130 l/h;190 l/h;;"Leckrate A, dicht (EN 12266-1)";2-Weg;Innengewinde;1;Wasser;Druckunabhängig;;ZR2320|ZCQ-E|ZCQ-FL;;;253;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Druckunabhängige RKH\PIQCV\"
5591;SR24ALON;Drehantrieb;;Antrieb;;kommunikativ;;"LON (FTT-10A)";;"90 s";;;;AC/DC 24 V;"20 Nm";IP54;SR24ALON;SR24ALON_datasheet_de-ch.pdf;;PIC_EU_SR24ALON-neutral_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;ZK1-GEN|ZK2-GEN;;;;356;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Standardantriebe\SR..A (20 Nm)\"
61593;H6250W1000-S7;Hubventil;H;Ventil;5...120°C;;;;;;;;;;;;H6..W..S7;H6..W..S7_datasheet_de-ch.pdf;;PIC_EU_H6..W-S7-neutral_01_SW.jpg;250;16;1600 kPa;;;;1000 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";2-Weg;Flansch;;Wasser;Regelventil;;;;;280;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN16, Flansch\2-Weg\W\"
5593;NR24ALON;Drehantrieb;;Antrieb;;kommunikativ;;"LON (FTT-10A)";;"90 s";;;;AC/DC 24 V;"10 Nm";IP54;NR24ALON;NR24ALON_datasheet_de-ch.pdf;;PIC_EU_NR24A-MF-neutral_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;ZK1-GEN|ZK2-GEN;;;;351;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Standardantriebe\NR..A (10 Nm)\"
5098;H512B;Hubventil;H;Ventil;5...120°C;;;;;;;;;;;;H5..B;H5..B_datasheet_de-ch.pdf;;PIC_EU_H5-B-neutral_01_4C.jpg;15;16;1600 kPa;;;;1 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";3-Weg;Aussengewinde;;Wasser;Regelventil;ZH24-1;ZH4515|ZH515;;;303;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN16, Aussengewinde\3-Weg\"
5100;H514B;Hubventil;H;Ventil;5...120°C;;;;;;;;;;;;H5..B;H5..B_datasheet_de-ch.pdf;;PIC_EU_H5-B-neutral_01_4C.jpg;15;16;1600 kPa;;;;2.5 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";3-Weg;Aussengewinde;;Wasser;Regelventil;ZH24-1;ZH4515|ZH515;;;307;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN16, Aussengewinde\3-Weg\"
5253;R517;Regelkugelhahn;RKH;Ventil;6...100°C;;;;;;;;;;;;R5..(K);R5.._K__datasheet_de-ch.pdf;;PIC_EU_R5_neutral_01_2C.jpg;20;16;1600 kPa;1400 kPa;;200 kPa;4 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";3-Weg;Aussengewinde;;Wasser;Regelventil;ZR24-1;ZR4520;;;364;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Aussengewinde, 3-Weg\"
5101;H515B;Hubventil;H;Ventil;5...120°C;;;;;;;;;;;;H5..B;H5..B_datasheet_de-ch.pdf;;PIC_EU_H5-B-neutral_01_4C.jpg;15;16;1600 kPa;;;;4 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";3-Weg;Aussengewinde;;Wasser;Regelventil;ZH24-1;ZH4515|ZH515;;;304;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN16, Aussengewinde\3-Weg\"
5252;R513;Regelkugelhahn;RKH;Ventil;6...100°C;;;;;;;;;;;;R5..(K);R5.._K__datasheet_de-ch.pdf;;PIC_EU_R5_neutral_01_2C.jpg;15;16;1600 kPa;1400 kPa;;200 kPa;4 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";3-Weg;Aussengewinde;;Wasser;Regelventil;ZR24-1;ZR4515;;;369;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Aussengewinde, 3-Weg\"
282466;C315Q-H;Umschalt-Zonenventil;QCV;Ventil;2...90°C;;;;;;;;;;;;C3..Q-..;C3..Q-.._datasheet_de-ch.pdf;;PIC_EU_C3..Q-.._4C.jpg;15;25;1600 kPa;350 kPa;;280 kPa;2.5 m³/h;;;;;;;;;;;;;;"Leckrate A, dicht (EN 12266-1)";3-Weg;Innengewinde;0;Wasser;Umschaltventil;;ZR2315|ZCQ-E;;;163;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Zonen-Ventile\"
100476;R3020-2P5-2P5-B2;Regelkugelhahn;6-Weg-RKH;Ventil;6...80°C;;;;;;;;;;;;R30..-..-..-B2;R30..-..-..-B2_datasheet_de-ch.pdf;;PIC_EU_R3015..-B2_02_4C.jpg;20;16;1600 kPa;;;100 kPa;;2.5 m³/h;2.5 m³/h;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";6-Weg;Innengewinde;;Wasser;Regelventil;;ZR-004|ZR2320;;;330;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Innengewinde, 6-Weg\"
5622;GR24A-MP-5;Drehantrieb;;Antrieb;;stetig|kommunikativ;DC 2...10 V;MP-Bus;;"90 s";;;;AC/DC 24 V;"40 Nm";IP54;GR24A-MP-5;GR24A-MP-5_datasheet_de-ch.pdf;;PIC_EU_GR24A-MF-5_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S1A|S2A|P140A|P200A|P500A|P1000A|P2800A|P5000A|P10000A|ZK1-GEN|ZK2-GEN|ZFP2-MP|ZN230-24MP;;;;374;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Standardantriebe\GR..A (40 Nm)\"
100472;R3020-1P6-2P5-B2;Regelkugelhahn;6-Weg-RKH;Ventil;6...80°C;;;;;;;;;;;;R30..-..-..-B2;R30..-..-..-B2_datasheet_de-ch.pdf;;PIC_EU_R3015..-B2_02_4C.jpg;20;16;1600 kPa;;;100 kPa;;1.6 m³/h;2.5 m³/h;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";6-Weg;Innengewinde;;Wasser;Regelventil;;ZR-004|ZR2320;;;326;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Innengewinde, 6-Weg\"
282431;C220Q-K;Zonenventil;QCV;Ventil;2...90°C;;;;;;;;;;;;C2..Q-..;C2..Q-.._datasheet_de-ch.pdf;;PIC_EU_C2..Q-.._4C.jpg;20;25;1600 kPa;350 kPa;;280 kPa;8 m³/h;;;;"0.5 / 0.8 / 1.3 / 1.9 / 2.8 / 4 / 5.7 / 8";;;;;;;;;;"Leckrate A, dicht (EN 12266-1)";2-Weg;Innengewinde;0;Wasser;Regelventil;;ZR2320|ZCQ-E;;;195;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Zonen-Ventile\"
5103;H525B;Hubventil;H;Ventil;5...120°C;;;;;;;;;;;;H5..B;H5..B_datasheet_de-ch.pdf;;PIC_EU_H5-B-neutral_01_4C.jpg;25;16;1600 kPa;;;;10 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";3-Weg;Aussengewinde;;Wasser;Regelventil;ZH24-1;ZH4525|ZH525;;;313;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN16, Aussengewinde\3-Weg\"
61608;R2015-P25-S1;Regelkugelhahn;RKH;Ventil;-10...120°C;;;;;;;;;;;;R2..xx-S..;R2..xx-S.._datasheet_de-ch.pdf;;PIC_EU_R2-neueCCV_01_SW.jpg;15;16;1600 kPa;1400 kPa;;350 kPa;0.25 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";2-Weg;Innengewinde;;Wasser;Regelventil;;ZR2315;;;356;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Innengewinde, 2-Weg\"
5251;R512;Regelkugelhahn;RKH;Ventil;6...100°C;;;;;;;;;;;;R5..(K);R5.._K__datasheet_de-ch.pdf;;PIC_EU_R5_neutral_01_2C.jpg;15;16;1600 kPa;1400 kPa;;200 kPa;2.5 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";3-Weg;Aussengewinde;;Wasser;Regelventil;ZR24-1;ZR4515;;;366;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Aussengewinde, 3-Weg\"
5248;R509;Regelkugelhahn;RKH;Ventil;6...100°C;;;;;;;;;;;;R5..(K);R5.._K__datasheet_de-ch.pdf;;PIC_EU_R5_neutral_01_2C.jpg;15;16;1600 kPa;1400 kPa;;200 kPa;0.63 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";3-Weg;Aussengewinde;;Wasser;Regelventil;ZR24-1;ZR4515;;;368;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Aussengewinde, 3-Weg\"
283862;ZCQ-FL;Zonenventil;;Antrieb;;;;;;;;;;;;;ZCQ-FL;;;PIC_EU_ZCQ-FL_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;106;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Manuelle Antriebe\"
100474;R3020-2P5-1-B2;Regelkugelhahn;6-Weg-RKH;Ventil;6...80°C;;;;;;;;;;;;R30..-..-..-B2;R30..-..-..-B2_datasheet_de-ch.pdf;;PIC_EU_R3015..-B2_02_4C.jpg;20;16;1600 kPa;;;100 kPa;;2.5 m³/h;1 m³/h;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";6-Weg;Innengewinde;;Wasser;Regelventil;;ZR-004|ZR2320;;;328;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Innengewinde, 6-Weg\"
5250;R511;Regelkugelhahn;RKH;Ventil;6...100°C;;;;;;;;;;;;R5..(K);R5.._K__datasheet_de-ch.pdf;;PIC_EU_R5_neutral_01_2C.jpg;15;16;1600 kPa;1400 kPa;;200 kPa;1.6 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";3-Weg;Aussengewinde;;Wasser;Regelventil;ZR24-1;ZR4515;;;361;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Aussengewinde, 3-Weg\"
100473;R3020-2P5-P63-B2;Regelkugelhahn;6-Weg-RKH;Ventil;6...80°C;;;;;;;;;;;;R30..-..-..-B2;R30..-..-..-B2_datasheet_de-ch.pdf;;PIC_EU_R3015..-B2_02_4C.jpg;20;16;1600 kPa;;;100 kPa;;2.5 m³/h;0.63 m³/h;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";6-Weg;Innengewinde;;Wasser;Regelventil;;ZR-004|ZR2320;;;324;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Innengewinde, 6-Weg\"
61602;NRFA-S2-O;Federrücklauf-Drehantrieb;;Antrieb;;Auf-Zu;;;NO;"75 s";;;"2 x EPU";AC 24...240 V / DC 24...125 V;"10 Nm";IP54;NRFA-S2-O;NRFA-S2-O_datasheet_de-ch.pdf;;PIC_EU_NRF-S2-neutral-2K_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;321;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Federrücklaufantriebe\NRF..A (10Nm/5Nm)\"
100560;SR230P-SR-5;Drehantrieb;;Antrieb;;stetig;DC 2...10 V;;;"90 s";;;;AC 230 V;"20 Nm";"IP66 + IP67";SR230P-SR-5;SR230P-SR-5_datasheet_de-ch.pdf;;PIC_EU_Robustline-Water_2cab_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S1A|S2A|P140A|P200A|P500A|P1000A|P2800A|P5000A|P10000A;;;;285;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\RobustLine-Antriebe\SR..P (20 Nm)\"
61609;R2015-P4-S1;Regelkugelhahn;RKH;Ventil;-10...120°C;;;;;;;;;;;;R2..xx-S..;R2..xx-S.._datasheet_de-ch.pdf;;PIC_EU_R2-neueCCV_01_SW.jpg;15;16;1600 kPa;1400 kPa;;350 kPa;0.4 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";2-Weg;Innengewinde;;Wasser;Regelventil;;ZR2315;;;348;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Innengewinde, 2-Weg\"
5102;H520B;Hubventil;H;Ventil;5...120°C;;;;;;;;;;;;H5..B;H5..B_datasheet_de-ch.pdf;;PIC_EU_H5-B-neutral_01_4C.jpg;20;16;1600 kPa;;;;6.3 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";3-Weg;Aussengewinde;;Wasser;Regelventil;ZH24-1;ZH4520|ZH520;;;306;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN16, Aussengewinde\3-Weg\"
61604;NVFT24-MFT-E;"Federrücklauf-Hubantrieb (TÜV)";;Antrieb;;stetig;DC 2...10 V;;NC;;"150 s @ 15 / 18 mm";"1000 N";;AC/DC 24 V;;IP54;NVFT24-MFT-E;H6..S+NVFT24-MFT-E_datasheet_de-ch.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ZK2-GEN;;;;314;"EU\Produkte\Wasseranwendungen\Hubsortiment Antriebe\Federrücklaufantriebe\NVFT.. (1000N)\"
5599;NRF24A-MP;Federrücklauf-Drehantrieb;;Antrieb;;stetig|kommunikativ;DC 2...10 V;MP-Bus;NC;"90 s";;;;AC/DC 24 V;"10 Nm";IP54;NRF24A-MP;NRF24A-MP_datasheet_de-ch.pdf;;PIC_EU_NRF-neutral-1K_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;ZK1-GEN|ZK2-GEN|ZFP2-MP|ZN230-24MP;;;;434;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Federrücklaufantriebe\NRF..A (10Nm/5Nm)\"
5592;LR24ALON;Drehantrieb;;Antrieb;;kommunikativ;;"LON (FTT-10A)";;"90 s";;;;AC/DC 24 V;"5 Nm";IP54;LR24ALON;LR24ALON_datasheet_de-ch.pdf;;PIC_EU_LR24ALON_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;ZK1-GEN|ZK2-GEN;;;;329;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Standardantriebe\LR..A (5 Nm)\"
283544;CQK24A-SR;"SuperCap-Drehantrieb (ZoneTight)";;Antrieb;;stetig;DC 2...10 V;;NC;"75 s";;;;AC/DC 24 V;"1 Nm";IP40;CQK24A-SR;CQK24A-SR_datasheet_de-ch.pdf;;PIC_EU_CQK24A-SZ._4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;ZCQ-E;;;125;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\CQ Antrieb\"
