PdmarticleID;Label;"External Key";"Nominal voltage";"Power consumption in operation";"Power consumption in rest position";"Power consumption for wire sizing";Connection;"Nominal torque";"Spring torque value";"Actuating force";"Emergency control function";"Angle of rotation";"Running time motor";"Running time emergency control position";"Actuating time motor";"Actuating time emergency control function";"Running time reference";"Sound power level motor";Control;"Operating range Y";"Position feedback U";"Control signal Y variable";"Connection supply / control";"Degree of protection IEC/EN";"Ambient temperature";6287;"Product picture 4c/bw";"Data sheet name";"Data sheet PDF";"Company [Competitor]";"Serie Valve [Competitor]";"Serie Actuator [Competitor]";"Product type Actuator [Competitor]";"Product type valve [competitor]";DN;kvs;PN;Stroke;"Voltage [Competitor]";"Sound power level [Competitor]";"Control type [Competitor]";"Running Time min [Competitor]";"Running Time max [Competitor]";"Torque [Competitor]";"Stroke [Competitor]";"Power consumption [Competitor]";"Connection [Competitor]";"Safety function [Competitor]";"Integrated switch [Competitor]";"Integrated potentiometer [Competitor]";"Degree of protection [Competitor]";"Angle of rotation [Competitor]";"Working range [Competitor]";"Positioning feedback [Competitor]";"Spindle driver [Competitor]";"Manual override [Competitor]";"Additional Specification [Competitor]";"Belimo Retrofit1 Antrieb";"Belimo Retrofit1 Accessory1";"Belimo Retrofit1 Form fit adapter";"Belimo Retrofit1 Reducer";"Belimo Retrofit1 Insulation cover";"Belimo Retrofit2 Actuator";"Belimo Retrofit2 Accessory1";"Belimo Retrofit2 Form fit adapter";"Belimo Retrofit2 Reducer";"Belimo Retrofit3 Actuator";"Belimo Retrofit3 Accessory";"Belimo Retrofit3 Form fit adapter";"Belimo Retrofit4 Actuator";"Belimo Retrofit4 Accessory";"Belimo Retrofit4 Form fit adapter";"Belimo Retrofit Valve";"Belimo Retrofit VA-Unit";"Version Number";Path
304146;V5011N3038;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Honeywell;V5011N;;;"Globe valve";25;;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;15;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Honeywell\"
298241;VMB8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Controlli;VMB;;;"Globe valve";50;40 m³/h;;17 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;21;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Controlli\"
304151;V5011P1038;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Honeywell;V5011P;;;"Globe valve";50;40 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;16;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Honeywell\"
298687;BR216RA-25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hora;BR216RA;;;"Globe valve";40;25 m³/h;;14 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;20;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Hora\"
300061;"KEA71 1""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;SpiraxSarco;KEA;;;"Globe valve";25;10 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;20;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\SpiraxSarco\"
299599;"BUN 025 F300";;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sauter;BUN;;;"Globe valve";25;10 m³/h;;8 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;21;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Sauter\"
304153;V5011P2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Honeywell;V5011P;;;"Globe valve";40;25 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;16;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Honeywell\"
298231;VMB2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Controlli;VMB;;;"Globe valve";15;4.0 m³/h;;17 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;23;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Controlli\"
299141;RB20-BK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kieback&Peter;RB..-BK;;;"Globe valve";20;6.3 m³/h;;14 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;20;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Kieback&Peter\"
304148;V5011P1004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Honeywell;V5011P;;;"Globe valve";25;10 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;16;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Honeywell\"
298695;BR216RA-TW-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hora;BR216RA-TW;;;"Globe valve";20;5.0 m³/h;;12 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;18;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Hora\"
300058;"KEA43 2""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;SpiraxSarco;KEA;;;"Globe valve";50;36 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;20;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\SpiraxSarco\"
299143;RB32-BK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kieback&Peter;RB..-BK;;;"Globe valve";32;16 m³/h;;14 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;20;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Kieback&Peter\"
304158;V5011S1039;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Honeywell;V5011S;;;"Globe valve";15;2.5 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;16;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Honeywell\"
298692;BR216RA-TW-1.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hora;BR216RA-TW;;;"Globe valve";15;1.6 m³/h;;12 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;18;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Hora\"
299138;RB15-1.6-BK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kieback&Peter;RB..-BK;;;"Globe valve";15;1.6 m³/h;;14 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;21;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Kieback&Peter\"
299593;"BUN 015 F310";;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sauter;BUN;;;"Globe valve";15;2.5 m³/h;;8 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;22;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Sauter\"
304155;V5011S1005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Honeywell;V5011S;;;"Globe valve";15;0.63 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;16;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Honeywell\"
300053;"KEA43 1/2""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;SpiraxSarco;KEA;;;"Globe valve";15;4.0 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;22;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\SpiraxSarco\"
299148;RB15-1.6SO17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kieback&Peter;RB..SO17;;;"Globe valve";15;1.6 m³/h;;14 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;21;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Kieback&Peter\"
299145;RB50-BK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kieback&Peter;RB..-BK;;;"Globe valve";50;40 m³/h;;14 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;20;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Kieback&Peter\"
299596;"BUN 015 F340";;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sauter;BUN;;;"Globe valve";15;0.63 m³/h;;8 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;22;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Sauter\"
298697;BR216RA-TW-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hora;BR216RA-TW;;;"Globe valve";25;8.0 m³/h;;14 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;21;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Hora\"
300050;"KEA41 1-1/4""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;SpiraxSarco;KEA;;;"Globe valve";32;16 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;20;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\SpiraxSarco\"
299140;RB15-BK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kieback&Peter;RB..-BK;;;"Globe valve";15;4.0 m³/h;;14 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;22;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Kieback&Peter\"
298694;BR216RA-TW-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hora;BR216RA-TW;;;"Globe valve";15;4.0 m³/h;;12 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;19;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Hora\"
298689;BR216RA-40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hora;BR216RA;;;"Globe valve";50;40 m³/h;;14 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;20;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Hora\"
298238;VMB5F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Controlli;VMBXXF;;;"Globe valve";32;16 m³/h;;17 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;21;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Controlli\"
299601;"BUN 040 F300";;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sauter;BUN;;;"Globe valve";40;22 m³/h;;8 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;21;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Sauter\"
298233;VMB3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Controlli;VMB;;;"Globe valve";20;6.3 m³/h;;17 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;21;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Controlli\"
298686;BR216RA-20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hora;BR216RA;;;"Globe valve";40;20 m³/h;;14 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;20;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Hora\"
298236;VMB4F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Controlli;VMBXXF;;;"Globe valve";25;10 m³/h;;17 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;21;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Controlli\"
299603;"BUN 050 F300";;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sauter;BUN;;;"Globe valve";50;28 m³/h;;8 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;21;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Sauter\"
299147;RB15-1.0SO17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kieback&Peter;RB..SO17;;;"Globe valve";15;1.0 m³/h;;14 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;22;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Kieback&Peter\"
299598;"BUN 020 F300";;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sauter;BUN;;;"Globe valve";20;6.3 m³/h;;8 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;21;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Sauter\"
304150;V5011P1020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Honeywell;V5011P;;;"Globe valve";40;25 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;16;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Honeywell\"
300060;"KEA71 3/4""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;SpiraxSarco;KEA;;;"Globe valve";20;6.3 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;20;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\SpiraxSarco\"
300052;"KEA41 2""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;SpiraxSarco;KEA;;;"Globe valve";50;36 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;20;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\SpiraxSarco\"
299592;"BUN 015 F300";;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sauter;BUN;;;"Globe valve";15;4.0 m³/h;;8 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;23;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Sauter\"
298240;VMB6F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Controlli;VMBXXF;;;"Globe valve";40;25 m³/h;;17 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;21;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Controlli\"
300055;"KEA43 1""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;SpiraxSarco;KEA;;;"Globe valve";25;10 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;20;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\SpiraxSarco\"
298243;VSB1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Controlli;VSB;;;"Globe valve";15;1.6 m³/h;;17 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;22;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Controlli\"
300057;"KEA43 1-1/2""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;SpiraxSarco;KEA;;;"Globe valve";40;25 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;20;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\SpiraxSarco\"
298688;BR216RA-31.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hora;BR216RA;;;"Globe valve";50;31.5 m³/h;;14 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;20;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Hora\"
299595;"BUN 015 F330";;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sauter;BUN;;;"Globe valve";15;1.0 m³/h;;8 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;23;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Sauter\"
